,id,Region,Taxonomy,Dwellings,Buildings,Repl_cost_USD_m2,No_of_storeys,Dwl_per_storey,Dwl_area_m2
5307,AREA # 13104,Conchalí,"MUR+ADO/H:1,2",299.2,239.4,43750.0,1.25,1,70
5308,AREA # 13104,Conchalí,"MUR+STDRE/H:1,2",66.44000000000001,53.2,43750.0,1.25,1,70
5309,AREA # 13104,Conchalí,"MUR/H:1,3",3896.62,2597.7,52500.0,1.5,1,70
5310,AREA # 13104,Conchalí,UNK,397.7,397.7,35000.0,1.0,1,70
5311,AREA # 13104,Conchalí,W+WLI/H:1,1073.3999999999999,1073.4,64000.0,1.0,1,80
5312,AREA # 13104,Conchalí,"W+WLI/H:1,3",4649.0,3099.3,96000.0,1.5,1,80
5313,AREA # 13104,Conchalí,W+WS/H:1,239.9,239.9,35000.0,1.0,1,70
5314,AREA # 13104,Conchalí,"W+WS/H:1,2",1207.0,965.6,43750.0,1.25,1,70
5315,AREA # 13105,El Bosque,"CR+PC/LWAL/H:1,3",335.9,67.2,320000.0,2.5,2,80
5316,AREA # 13105,El Bosque,"CR/LWAL/DNO/H:1,3",849.5999999999999,212.4,256000.0,2.0,2,80
5317,AREA # 13105,El Bosque,"CR/LWAL/DNO/H:4,7",367.6,24.5,960000.0,5.0,3,80
5318,AREA # 13105,El Bosque,"CR/LWAL/DUC/H:1,3",1407.0,351.8,308000.0,2.0,2,70
5319,AREA # 13105,El Bosque,"CR/LWAL/DUC/H:4,7",229.29999999999995,15.3,1155000.0,5.0,3,70
5320,AREA # 13105,El Bosque,"CR/LWAL/DUC/H:8,19",116.4,2.4,3696000.0,12.0,4,70
5321,AREA # 13105,El Bosque,ER+ETR/H:1,7.199999999999999,7.2,35000.0,1.0,1,70
5322,AREA # 13105,El Bosque,"ER+ETR/H:1,2",80.8,64.6,43750.0,1.25,1,70
5323,AREA # 13105,El Bosque,MCF/DNO/H:1,2580.6000000000004,2580.6,35000.0,1.0,1,70
5324,AREA # 13105,El Bosque,"MCF/DNO/H:1,3",7545.3,5030.2,84000.0,1.5,1,70
5325,AREA # 13105,El Bosque,"MCF/DUC/H:1,3",3106.3500000000004,776.6,256000.0,2.0,2,80
5326,AREA # 13105,El Bosque,"MR/DNO/H:1,3",6943.400000000001,1388.7,320000.0,2.5,2,80
5327,AREA # 13105,El Bosque,"MR/DUC/H:1,3",2197.9300000000007,439.6,385000.0,2.5,2,70
5328,AREA # 13105,El Bosque,MUR+ADO/H:1,16.799999999999997,16.8,35000.0,1.0,1,70
5329,AREA # 13105,El Bosque,"MUR+ADO/H:1,2",323.2,258.6,43750.0,1.25,1,70
5330,AREA # 13105,El Bosque,"MUR+STDRE/H:1,2",65.58000000000001,52.5,43750.0,1.25,1,70
5331,AREA # 13105,El Bosque,"MUR/H:1,3",4771.04,3180.7,52500.0,1.5,1,70
5332,AREA # 13105,El Bosque,UNK,472.7,472.7,35000.0,1.0,1,70
5333,AREA # 13105,El Bosque,W+WLI/H:1,1792.4000000000005,1792.4,64000.0,1.0,1,80
5334,AREA # 13105,El Bosque,"W+WLI/H:1,3",6270.5,4180.3,96000.0,1.5,1,80
5335,AREA # 13105,El Bosque,W+WS/H:1,371.90000000000003,371.9,35000.0,1.0,1,70
5336,AREA # 13105,El Bosque,"W+WS/H:1,2",1625.5,1300.4,43750.0,1.25,1,70
5337,AREA # 13106,Estación Central,"CR+PC/LWAL/H:1,3",530.3000000000001,106.1,320000.0,2.5,2,80
5338,AREA # 13106,Estación Central,"CR/LWAL/DNO/H:1,3",1730.3,432.6,256000.0,2.0,2,80
5339,AREA # 13106,Estación Central,"CR/LWAL/DNO/H:4,7",2301.35,153.4,960000.0,5.0,3,80
5340,AREA # 13106,Estación Central,"CR/LWAL/DUC/H:1,3",1240.8999999999999,310.2,308000.0,2.0,2,70
5341,AREA # 13106,Estación Central,"CR/LWAL/DUC/H:4,7",921.3499999999999,61.4,1155000.0,5.0,3,70
5342,AREA # 13106,Estación Central,"CR/LWAL/DUC/H:8,19",746.6999999999999,15.6,3696000.0,12.0,4,70
5343,AREA # 13106,Estación Central,ER+ETR/H:1,105.49999999999999,105.5,35000.0,1.0,1,70
5344,AREA # 13106,Estación Central,"ER+ETR/H:1,2",300.6,240.5,43750.0,1.25,1,70
5345,AREA # 13106,Estación Central,MCF/DNO/H:1,1192.15,1192.2,35000.0,1.0,1,70
5346,AREA # 13106,Estación Central,"MCF/DNO/H:1,3",4803.55,3202.4,84000.0,1.5,1,70
5347,AREA # 13106,Estación Central,"MCF/DUC/H:1,3",2836.749999999999,709.2,256000.0,2.0,2,80
5348,AREA # 13106,Estación Central,"MR/DNO/H:1,3",4382.150000000001,876.4,320000.0,2.5,2,80
5349,AREA # 13106,Estación Central,"MR/DUC/H:1,3",1476.2,295.2,385000.0,2.5,2,70
5350,AREA # 13106,Estación Central,MUR+ADO/H:1,244.09999999999997,244.1,35000.0,1.0,1,70
5351,AREA # 13106,Estación Central,"MUR+ADO/H:1,2",1202.4,961.9,43750.0,1.25,1,70
5352,AREA # 13106,Estación Central,"MUR+STDRE/H:1,2",109.4,87.5,43750.0,1.25,1,70
5353,AREA # 13106,Estación Central,"MUR/H:1,3",3058.9,2039.3,52500.0,1.5,1,70
5354,AREA # 13106,Estación Central,UNK,595.5,595.5,35000.0,1.0,1,70
5355,AREA # 13106,Estación Central,W+WLI/H:1,521.4000000000001,521.4,64000.0,1.0,1,80
5356,AREA # 13106,Estación Central,"W+WLI/H:1,3",1853.2999999999997,1235.5,96000.0,1.5,1,80
5357,AREA # 13106,Estación Central,W+WS/H:1,264.5,264.5,35000.0,1.0,1,70
5358,AREA # 13106,Estación Central,"W+WS/H:1,2",505.69999999999993,404.6,43750.0,1.25,1,70
5359,AREA # 13107,Huechuraba,"CR+PC/LWAL/H:1,3",104.0,20.8,320000.0,2.5,2,80
5360,AREA # 13107,Huechuraba,"CR/LWAL/DNO/H:1,3",1079.6499999999999,269.9,256000.0,2.0,2,80
5361,AREA # 13107,Huechuraba,"CR/LWAL/DNO/H:4,7",112.95000000000002,7.5,960000.0,5.0,3,80
5362,AREA # 13107,Huechuraba,"CR/LWAL/DUC/H:1,3",729.25,182.3,308000.0,2.0,2,70
5363,AREA # 13107,Huechuraba,"CR/LWAL/DUC/H:4,7",149.04999999999998,9.9,1155000.0,5.0,3,70
5364,AREA # 13107,Huechuraba,"CR/LWAL/DUC/H:8,19",112.5,2.3,3696000.0,12.0,4,70
5365,AREA # 13107,Huechuraba,ER+ETR/H:1,1.2,1.2,35000.0,1.0,1,70
5366,AREA # 13107,Huechuraba,"ER+ETR/H:1,2",10.0,8.0,43750.0,1.25,1,70
5367,AREA # 13107,Huechuraba,MCF/DNO/H:1,699.1000000000001,699.1,35000.0,1.0,1,70
5368,AREA # 13107,Huechuraba,"MCF/DNO/H:1,3",2242.3500000000004,1494.9,84000.0,1.5,1,70
5369,AREA # 13107,Huechuraba,"MCF/DUC/H:1,3",1119.7,279.9,256000.0,2.0,2,80
5370,AREA # 13107,Huechuraba,"MR/DNO/H:1,3",2276.8,455.4,320000.0,2.5,2,80
5371,AREA # 13107,Huechuraba,"MR/DUC/H:1,3",755.0699999999999,151.0,385000.0,2.5,2,70
5372,AREA # 13107,Huechuraba,MUR+ADO/H:1,2.8,2.8,35000.0,1.0,1,70
5373,AREA # 13107,Huechuraba,"MUR+ADO/H:1,2",40.0,32.0,43750.0,1.25,1,70
5374,AREA # 13107,Huechuraba,"MUR+STDRE/H:1,2",43.620000000000005,34.9,43750.0,1.25,1,70
5375,AREA # 13107,Huechuraba,"MUR/H:1,3",1679.9600000000003,1120.0,52500.0,1.5,1,70
5376,AREA # 13107,Huechuraba,UNK,713.9,713.9,35000.0,1.0,1,70
5377,AREA # 13107,Huechuraba,W+WLI/H:1,834.0,834.0,64000.0,1.0,1,80
5378,AREA # 13107,Huechuraba,"W+WLI/H:1,3",2303.7000000000003,1535.8,96000.0,1.5,1,80
5379,AREA # 13107,Huechuraba,W+WS/H:1,395.1,395.1,35000.0,1.0,1,70
5380,AREA # 13107,Huechuraba,"W+WS/H:1,2",591.3000000000001,473.0,43750.0,1.25,1,70
5381,AREA # 13108,Independencia,"CR+PC/LWAL/H:1,3",120.6,24.1,320000.0,2.5,2,80
5382,AREA # 13108,Independencia,"CR/LWAL/DNO/H:1,3",1124.3,281.1,256000.0,2.0,2,80
5383,AREA # 13108,Independencia,"CR/LWAL/DNO/H:4,7",1180.2,78.7,960000.0,5.0,3,80
5384,AREA # 13108,Independencia,"CR/LWAL/DUC/H:1,3",758.0,189.5,308000.0,2.0,2,70
5385,AREA # 13108,Independencia,"CR/LWAL/DUC/H:4,7",786.7,52.4,1155000.0,5.0,3,70
5386,AREA # 13108,Independencia,"CR/LWAL/DUC/H:8,19",602.4,12.5,3696000.0,12.0,4,70
5387,AREA # 13108,Independencia,ER+ETR/H:1,87.89999999999999,87.9,35000.0,1.0,1,70
5388,AREA # 13108,Independencia,"ER+ETR/H:1,2",576.6,461.3,43750.0,1.25,1,70
5389,AREA # 13108,Independencia,MCF/DNO/H:1,428.20000000000005,428.2,35000.0,1.0,1,70
5390,AREA # 13108,Independencia,"MCF/DNO/H:1,3",2037.2,1358.1,84000.0,1.5,1,70
5391,AREA # 13108,Independencia,"MCF/DUC/H:1,3",1482.6500000000003,370.7,256000.0,2.0,2,80
5392,AREA # 13108,Independencia,"MR/DNO/H:1,3",2015.4000000000005,403.1,320000.0,2.5,2,80
5393,AREA # 13108,Independencia,"MR/DUC/H:1,3",897.15,179.4,385000.0,2.5,2,70
5394,AREA # 13108,Independencia,MUR+ADO/H:1,204.89999999999998,204.9,35000.0,1.0,1,70
5395,AREA # 13108,Independencia,"MUR+ADO/H:1,2",2306.4,1845.1,43750.0,1.25,1,70
5396,AREA # 13108,Independencia,"MUR+STDRE/H:1,2",52.50000000000001,42.0,43750.0,1.25,1,70
5397,AREA # 13108,Independencia,"MUR/H:1,3",1529.6999999999998,1019.8,52500.0,1.5,1,70
5398,AREA # 13108,Independencia,UNK,113.0,113.0,35000.0,1.0,1,70
5399,AREA # 13108,Independencia,W+WLI/H:1,116.80000000000001,116.8,64000.0,1.0,1,80
5400,AREA # 13108,Independencia,"W+WLI/H:1,3",657.5999999999999,438.4,96000.0,1.5,1,80
5401,AREA # 13108,Independencia,W+WS/H:1,28.4,28.4,35000.0,1.0,1,70
5402,AREA # 13108,Independencia,"W+WS/H:1,2",181.4,145.1,43750.0,1.25,1,70
5403,AREA # 13109,La Cisterna,"CR+PC/LWAL/H:1,3",121.50000000000001,24.3,320000.0,2.5,2,80
5404,AREA # 13109,La Cisterna,"CR/LWAL/DNO/H:1,3",1118.1000000000001,279.5,256000.0,2.0,2,80
5405,AREA # 13109,La Cisterna,"CR/LWAL/DNO/H:4,7",333.99999999999994,22.3,960000.0,5.0,3,80
5406,AREA # 13109,La Cisterna,"CR/LWAL/DUC/H:1,3",1081.9999999999998,270.5,308000.0,2.0,2,70
5407,AREA # 13109,La Cisterna,"CR/LWAL/DUC/H:4,7",263.9,17.6,1155000.0,5.0,3,70
5408,AREA # 13109,La Cisterna,"CR/LWAL/DUC/H:8,19",186.59999999999997,3.9,3696000.0,12.0,4,70
5409,AREA # 13109,La Cisterna,ER+ETR/H:1,28.2,28.2,35000.0,1.0,1,70
5410,AREA # 13109,La Cisterna,"ER+ETR/H:1,2",200.2,160.2,43750.0,1.25,1,70
5411,AREA # 13109,La Cisterna,MCF/DNO/H:1,995.0500000000001,995.1,35000.0,1.0,1,70
5412,AREA # 13109,La Cisterna,"MCF/DNO/H:1,3",3171.2499999999995,2114.2,84000.0,1.5,1,70
5413,AREA # 13109,La Cisterna,"MCF/DUC/H:1,3",1592.9499999999996,398.2,256000.0,2.0,2,80
5414,AREA # 13109,La Cisterna,"MR/DNO/H:1,3",3347.9999999999995,669.6,320000.0,2.5,2,80
5415,AREA # 13109,La Cisterna,"MR/DUC/H:1,3",1128.5700000000002,225.7,385000.0,2.5,2,70
5416,AREA # 13109,La Cisterna,MUR+ADO/H:1,65.8,65.8,35000.0,1.0,1,70
5417,AREA # 13109,La Cisterna,"MUR+ADO/H:1,2",800.8,640.6,43750.0,1.25,1,70
5418,AREA # 13109,La Cisterna,"MUR+STDRE/H:1,2",61.52,49.2,43750.0,1.25,1,70
5419,AREA # 13109,La Cisterna,"MUR/H:1,3",2632.5600000000004,1755.0,52500.0,1.5,1,70
5420,AREA # 13109,La Cisterna,UNK,393.5,393.5,35000.0,1.0,1,70
5421,AREA # 13109,La Cisterna,W+WLI/H:1,558.9,558.9,64000.0,1.0,1,80
5422,AREA # 13109,La Cisterna,"W+WLI/H:1,3",2869.5,1913.0,96000.0,1.5,1,80
5423,AREA # 13109,La Cisterna,W+WS/H:1,157.6,157.6,35000.0,1.0,1,70
5424,AREA # 13109,La Cisterna,"W+WS/H:1,2",761.5,609.2,43750.0,1.25,1,70
5425,AREA # 13110,La Florida,"CR+PC/LWAL/H:1,3",281.70000000000005,56.3,320000.0,2.5,2,80
5426,AREA # 13110,La Florida,"CR/LWAL/DNO/H:1,3",2104.0499999999997,526.0,256000.0,2.0,2,80
5427,AREA # 13110,La Florida,"CR/LWAL/DNO/H:4,7",1727.85,115.2,960000.0,5.0,3,80
5428,AREA # 13110,La Florida,"CR/LWAL/DUC/H:1,3",4380.55,1095.1,308000.0,2.0,2,70
5429,AREA # 13110,La Florida,"CR/LWAL/DUC/H:4,7",1246.1499999999999,83.1,1155000.0,5.0,3,70
5430,AREA # 13110,La Florida,"CR/LWAL/DUC/H:8,19",831.3,17.3,3696000.0,12.0,4,70
5431,AREA # 13110,La Florida,ER+ETR/H:1,5.1,5.1,35000.0,1.0,1,70
5432,AREA # 13110,La Florida,"ER+ETR/H:1,2",45.2,36.2,43750.0,1.25,1,70
5433,AREA # 13110,La Florida,MCF/DNO/H:1,6649.750000000001,6649.8,35000.0,1.0,1,70
5434,AREA # 13110,La Florida,"MCF/DNO/H:1,3",18986.700000000008,12657.8,84000.0,1.5,1,70
5435,AREA # 13110,La Florida,"MCF/DUC/H:1,3",8089.300000000003,2022.3,256000.0,2.0,2,80
5436,AREA # 13110,La Florida,"MR/DNO/H:1,3",18265.950000000004,3653.2,320000.0,2.5,2,80
5437,AREA # 13110,La Florida,"MR/DUC/H:1,3",6078.5,1215.7,385000.0,2.5,2,70
5438,AREA # 13110,La Florida,MUR+ADO/H:1,11.899999999999999,11.9,35000.0,1.0,1,70
5439,AREA # 13110,La Florida,"MUR+ADO/H:1,2",180.8,144.6,43750.0,1.25,1,70
5440,AREA # 13110,La Florida,"MUR+STDRE/H:1,2",131.20000000000002,105.0,43750.0,1.25,1,70
5441,AREA # 13110,La Florida,"MUR/H:1,3",13188.0,8792.0,52500.0,1.5,1,70
5442,AREA # 13110,La Florida,UNK,800.5,800.5,35000.0,1.0,1,70
5443,AREA # 13110,La Florida,W+WLI/H:1,1498.3999999999999,1498.4,64000.0,1.0,1,80
5444,AREA # 13110,La Florida,"W+WLI/H:1,3",5632.599999999999,3755.1,96000.0,1.5,1,80
5445,AREA # 13110,La Florida,W+WS/H:1,443.1000000000001,443.1,35000.0,1.0,1,70
5446,AREA # 13110,La Florida,"W+WS/H:1,2",1451.4,1161.1,43750.0,1.25,1,70
5447,AREA # 13111,La Granja,"CR+PC/LWAL/H:1,3",200.7,40.1,320000.0,2.5,2,80
5448,AREA # 13111,La Granja,"CR/LWAL/DNO/H:1,3",501.74999999999994,125.4,256000.0,2.0,2,80
5449,AREA # 13111,La Granja,"CR/LWAL/DNO/H:4,7",549.7,36.6,960000.0,5.0,3,80
5450,AREA # 13111,La Granja,"CR/LWAL/DUC/H:1,3",1134.2500000000002,283.6,308000.0,2.0,2,70
5451,AREA # 13111,La Granja,"CR/LWAL/DUC/H:4,7",243.2,16.2,1155000.0,5.0,3,70
5452,AREA # 13111,La Granja,"CR/LWAL/DUC/H:8,19",157.8,3.3,3696000.0,12.0,4,70
5453,AREA # 13111,La Granja,ER+ETR/H:1,6.0,6.0,35000.0,1.0,1,70
5454,AREA # 13111,La Granja,"ER+ETR/H:1,2",30.6,24.5,43750.0,1.25,1,70
5455,AREA # 13111,La Granja,MCF/DNO/H:1,2072.2000000000003,2072.2,35000.0,1.0,1,70
5456,AREA # 13111,La Granja,"MCF/DNO/H:1,3",5887.6,3925.1,84000.0,1.5,1,70
5457,AREA # 13111,La Granja,"MCF/DUC/H:1,3",2419.4000000000005,604.9,256000.0,2.0,2,80
5458,AREA # 13111,La Granja,"MR/DNO/H:1,3",5441.6500000000015,1088.3,320000.0,2.5,2,80
5459,AREA # 13111,La Granja,"MR/DUC/H:1,3",1691.1500000000003,338.2,385000.0,2.5,2,70
5460,AREA # 13111,La Granja,MUR+ADO/H:1,13.799999999999997,13.8,35000.0,1.0,1,70
5461,AREA # 13111,La Granja,"MUR+ADO/H:1,2",122.4,97.9,43750.0,1.25,1,70
5462,AREA # 13111,La Granja,"MUR+STDRE/H:1,2",39.3,31.4,43750.0,1.25,1,70
5463,AREA # 13111,La Granja,"MUR/H:1,3",3847.3,2564.9,52500.0,1.5,1,70
5464,AREA # 13111,La Granja,UNK,293.7,293.7,35000.0,1.0,1,70
5465,AREA # 13111,La Granja,W+WLI/H:1,1561.2000000000003,1561.2,64000.0,1.0,1,80
5466,AREA # 13111,La Granja,"W+WLI/H:1,3",3631.2000000000003,2420.8,96000.0,1.5,1,80
5467,AREA # 13111,La Granja,W+WS/H:1,273.29999999999995,273.3,35000.0,1.0,1,70
5468,AREA # 13111,La Granja,"W+WS/H:1,2",962.8000000000001,770.2,43750.0,1.25,1,70
5469,AREA # 13112,La Pintana,"CR+PC/LWAL/H:1,3",359.80000000000007,72.0,320000.0,2.5,2,80
5470,AREA # 13112,La Pintana,"CR/LWAL/DNO/H:1,3",518.75,129.7,256000.0,2.0,2,80
5471,AREA # 13112,La Pintana,"CR/LWAL/DNO/H:4,7",429.50000000000006,28.6,960000.0,5.0,3,80
5472,AREA # 13112,La Pintana,"CR/LWAL/DUC/H:1,3",1277.75,319.4,308000.0,2.0,2,70
5473,AREA # 13112,La Pintana,"CR/LWAL/DUC/H:4,7",222.4,14.8,1155000.0,5.0,3,70
5474,AREA # 13112,La Pintana,"CR/LWAL/DUC/H:8,19",120.0,2.5,3696000.0,12.0,4,70
5475,AREA # 13112,La Pintana,ER+ETR/H:1,2.6,2.6,35000.0,1.0,1,70
5476,AREA # 13112,La Pintana,"ER+ETR/H:1,2",12.8,10.2,43750.0,1.25,1,70
5477,AREA # 13112,La Pintana,MCF/DNO/H:1,3676.5,3676.5,35000.0,1.0,1,70
5478,AREA # 13112,La Pintana,"MCF/DNO/H:1,3",9238.65,6159.1,84000.0,1.5,1,70
5479,AREA # 13112,La Pintana,"MCF/DUC/H:1,3",3376.05,844.0,256000.0,2.0,2,80
5480,AREA # 13112,La Pintana,"MR/DNO/H:1,3",8151.549999999999,1630.3,320000.0,2.5,2,80
5481,AREA # 13112,La Pintana,"MR/DUC/H:1,3",2224.33,444.9,385000.0,2.5,2,70
5482,AREA # 13112,La Pintana,MUR+ADO/H:1,4.4,4.4,35000.0,1.0,1,70
5483,AREA # 13112,La Pintana,"MUR+ADO/H:1,2",51.2,41.0,43750.0,1.25,1,70
5484,AREA # 13112,La Pintana,"MUR+STDRE/H:1,2",38.08,30.5,43750.0,1.25,1,70
5485,AREA # 13112,La Pintana,"MUR/H:1,3",5613.640000000001,3742.4,52500.0,1.5,1,70
5486,AREA # 13112,La Pintana,UNK,694.0,694.0,35000.0,1.0,1,70
5487,AREA # 13112,La Pintana,W+WLI/H:1,1424.4999999999998,1424.5,64000.0,1.0,1,80
5488,AREA # 13112,La Pintana,"W+WLI/H:1,3",4169.8,2779.9,96000.0,1.5,1,80
5489,AREA # 13112,La Pintana,W+WS/H:1,468.5,468.5,35000.0,1.0,1,70
5490,AREA # 13112,La Pintana,"W+WS/H:1,2",1064.2,851.4,43750.0,1.25,1,70
5491,AREA # 13113,La Reina,"CR+PC/LWAL/H:1,3",162.4,32.5,320000.0,2.5,2,80
5492,AREA # 13113,La Reina,"CR/LWAL/DNO/H:1,3",3739.5499999999997,934.9,256000.0,2.0,2,80
5493,AREA # 13113,La Reina,"CR/LWAL/DNO/H:4,7",914.5999999999999,61.0,960000.0,5.0,3,80
5494,AREA # 13113,La Reina,"CR/LWAL/DUC/H:1,3",1588.3500000000004,397.1,308000.0,2.0,2,70
5495,AREA # 13113,La Reina,"CR/LWAL/DUC/H:4,7",878.2999999999998,58.6,1155000.0,5.0,3,70
5496,AREA # 13113,La Reina,"CR/LWAL/DUC/H:8,19",724.8,15.1,3696000.0,12.0,4,70
5497,AREA # 13113,La Reina,ER+ETR/H:1,0.6,0.6,35000.0,1.0,1,70
5498,AREA # 13113,La Reina,"ER+ETR/H:1,2",18.0,14.4,43750.0,1.25,1,70
5499,AREA # 13113,La Reina,MCF/DNO/H:1,947.6500000000001,947.7,35000.0,1.0,1,70
5500,AREA # 13113,La Reina,"MCF/DNO/H:1,3",3413.750000000001,2275.8,84000.0,1.5,1,70
5501,AREA # 13113,La Reina,"MCF/DUC/H:1,3",2261.1,565.3,256000.0,2.0,2,80
5502,AREA # 13113,La Reina,"MR/DNO/H:1,3",3617.7500000000005,723.6,320000.0,2.5,2,80
5503,AREA # 13113,La Reina,"MR/DUC/H:1,3",1263.3299999999997,252.7,385000.0,2.5,2,70
5504,AREA # 13113,La Reina,MUR+ADO/H:1,1.4,1.4,35000.0,1.0,1,70
5505,AREA # 13113,La Reina,"MUR+ADO/H:1,2",72.0,57.6,43750.0,1.25,1,70
5506,AREA # 13113,La Reina,"MUR+STDRE/H:1,2",152.88,122.3,43750.0,1.25,1,70
5507,AREA # 13113,La Reina,"MUR/H:1,3",2885.5399999999995,1923.7,52500.0,1.5,1,70
5508,AREA # 13113,La Reina,UNK,153.0,153.0,35000.0,1.0,1,70
5509,AREA # 13113,La Reina,W+WLI/H:1,138.40000000000003,138.4,64000.0,1.0,1,80
5510,AREA # 13113,La Reina,"W+WLI/H:1,3",1212.9,808.6,96000.0,1.5,1,80
5511,AREA # 13113,La Reina,W+WS/H:1,50.6,50.6,35000.0,1.0,1,70
5512,AREA # 13113,La Reina,"W+WS/H:1,2",312.09999999999997,249.7,43750.0,1.25,1,70
5513,AREA # 13114,Las Condes,"CR+PC/LWAL/H:1,3",336.7,67.3,320000.0,2.5,2,80
5514,AREA # 13114,Las Condes,"CR/LWAL/DNO/H:1,3",7865.500000000001,1966.4,256000.0,2.0,2,80
5515,AREA # 13114,Las Condes,"CR/LWAL/DNO/H:4,7",10284.650000000001,685.6,960000.0,5.0,3,80
5516,AREA # 13114,Las Condes,"CR/LWAL/DUC/H:1,3",2769.9000000000005,692.5,308000.0,2.0,2,70
5517,AREA # 13114,Las Condes,"CR/LWAL/DUC/H:4,7",12804.349999999999,853.6,1155000.0,5.0,3,70
5518,AREA # 13114,Las Condes,"CR/LWAL/DUC/H:8,19",10805.699999999999,225.1,3696000.0,12.0,4,70
5519,AREA # 13114,Las Condes,"ER+ETR/H:1,2",6.0,4.8,43750.0,1.25,1,70
5520,AREA # 13114,Las Condes,MCF/DNO/H:1,1144.85,1144.8,35000.0,1.0,1,70
5521,AREA # 13114,Las Condes,"MCF/DNO/H:1,3",5641.8,3761.2,84000.0,1.5,1,70
5522,AREA # 13114,Las Condes,"MCF/DUC/H:1,3",7598.499999999998,1899.6,256000.0,2.0,2,80
5523,AREA # 13114,Las Condes,"MR/DNO/H:1,3",5698.55,1139.7,320000.0,2.5,2,80
5524,AREA # 13114,Las Condes,"MR/DUC/H:1,3",2435.22,487.0,385000.0,2.5,2,70
5525,AREA # 13114,Las Condes,"MUR+ADO/H:1,2",24.0,19.2,43750.0,1.25,1,70
5526,AREA # 13114,Las Condes,"MUR+STDRE/H:1,2",285.82000000000005,228.7,43750.0,1.25,1,70
5527,AREA # 13114,Las Condes,"MUR/H:1,3",4194.46,2796.3,52500.0,1.5,1,70
5528,AREA # 13114,Las Condes,UNK,254.2,254.2,35000.0,1.0,1,70
5529,AREA # 13114,Las Condes,W+WLI/H:1,248.0,248.0,64000.0,1.0,1,80
5530,AREA # 13114,Las Condes,"W+WLI/H:1,3",543.2,362.1,96000.0,1.5,1,80
5531,AREA # 13114,Las Condes,W+WS/H:1,85.8,85.8,35000.0,1.0,1,70
5532,AREA # 13114,Las Condes,"W+WS/H:1,2",138.8,111.0,43750.0,1.25,1,70
5533,AREA # 13115,Lo Barnechea,"CR+PC/LWAL/H:1,3",59.900000000000006,12.0,320000.0,2.5,2,80
5534,AREA # 13115,Lo Barnechea,"CR/LWAL/DNO/H:1,3",2718.1499999999996,679.5,256000.0,2.0,2,80
5535,AREA # 13115,Lo Barnechea,"CR/LWAL/DNO/H:4,7",464.25000000000006,31.0,960000.0,5.0,3,80
5536,AREA # 13115,Lo Barnechea,"CR/LWAL/DUC/H:1,3",859.35,214.8,308000.0,2.0,2,70
5537,AREA # 13115,Lo Barnechea,"CR/LWAL/DUC/H:4,7",578.15,38.5,1155000.0,5.0,3,70
5538,AREA # 13115,Lo Barnechea,"CR/LWAL/DUC/H:8,19",442.5,9.2,3696000.0,12.0,4,70
5539,AREA # 13115,Lo Barnechea,ER+ETR/H:1,4.2,4.2,35000.0,1.0,1,70
5540,AREA # 13115,Lo Barnechea,"ER+ETR/H:1,2",19.0,15.2,43750.0,1.25,1,70
5541,AREA # 13115,Lo Barnechea,MCF/DNO/H:1,449.8,449.8,35000.0,1.0,1,70
5542,AREA # 13115,Lo Barnechea,"MCF/DNO/H:1,3",1827.0500000000004,1218.0,84000.0,1.5,1,70
5543,AREA # 13115,Lo Barnechea,"MCF/DUC/H:1,3",1355.8000000000004,339.0,256000.0,2.0,2,80
5544,AREA # 13115,Lo Barnechea,"MR/DNO/H:1,3",1846.8500000000001,369.4,320000.0,2.5,2,80
5545,AREA # 13115,Lo Barnechea,"MR/DUC/H:1,3",735.2399999999999,147.0,385000.0,2.5,2,70
5546,AREA # 13115,Lo Barnechea,MUR+ADO/H:1,9.799999999999999,9.8,35000.0,1.0,1,70
5547,AREA # 13115,Lo Barnechea,"MUR+ADO/H:1,2",76.0,60.8,43750.0,1.25,1,70
5548,AREA # 13115,Lo Barnechea,"MUR+STDRE/H:1,2",94.24,75.4,43750.0,1.25,1,70
5549,AREA # 13115,Lo Barnechea,"MUR/H:1,3",1350.72,900.5,52500.0,1.5,1,70
5550,AREA # 13115,Lo Barnechea,UNK,111.19999999999999,111.2,35000.0,1.0,1,70
5551,AREA # 13115,Lo Barnechea,W+WLI/H:1,490.1,490.1,64000.0,1.0,1,80
5552,AREA # 13115,Lo Barnechea,"W+WLI/H:1,3",1302.3,868.2,96000.0,1.5,1,80
5553,AREA # 13115,Lo Barnechea,W+WS/H:1,86.7,86.7,35000.0,1.0,1,70
5554,AREA # 13115,Lo Barnechea,"W+WS/H:1,2",332.7,266.2,43750.0,1.25,1,70
5555,AREA # 13116,Lo Espejo,"CR+PC/LWAL/H:1,3",385.6,77.1,320000.0,2.5,2,80
5556,AREA # 13116,Lo Espejo,"CR/LWAL/DNO/H:1,3",455.04999999999995,113.8,256000.0,2.0,2,80
5557,AREA # 13116,Lo Espejo,"CR/LWAL/DNO/H:4,7",766.6999999999999,51.1,960000.0,5.0,3,80
5558,AREA # 13116,Lo Espejo,"CR/LWAL/DUC/H:1,3",821.95,205.5,308000.0,2.0,2,70
5559,AREA # 13116,Lo Espejo,"CR/LWAL/DUC/H:4,7",154.1,10.3,1155000.0,5.0,3,70
5560,AREA # 13116,Lo Espejo,"CR/LWAL/DUC/H:8,19",98.39999999999999,2.0,3696000.0,12.0,4,70
